,DriverNumber,BroadcastName,TeamName,Round_Number,Country,Location,Year,Event_Type,Sprint_Qual_Position,Sprint_Race_Position,Qual_Position,Sector1Time,Sector2Time,Sector3Time,SpeedST,Stint,Race_Position
14,44,L HAMILTON,Mercedes,1,Bahrain,Sakhir,2022,Race,,,5.0,33.448410714285714,43.94224561403509,25.455929824561405,287.02127659574467,4.0,3.0
15,47,M SCHUMACHER,Haas F1 Team,1,Bahrain,Sakhir,2022,Race,,,12.0,33.11598214285714,44.48956140350877,25.604701754385967,290.62745098039215,3.0,11.0
16,55,C SAINZ,Ferrari,1,Bahrain,Sakhir,2022,Race,,,3.0,33.387482142857145,43.98566666666667,25.411157894736842,278.7142857142857,4.0,2.0
17,6,N LATIFI,Williams,1,Bahrain,Sakhir,2022,Race,,,20.0,33.56160714285714,44.664368421052636,25.468859649122805,290.8775510204082,4.0,16.0
18,63,G RUSSELL,Mercedes,1,Bahrain,Sakhir,2022,Race,,,9.0,33.44146428571428,43.95764912280701,25.463333333333335,284.2894736842105,4.0,4.0
19,77,V BOTTAS,Alfa Romeo,1,Bahrain,Sakhir,2022,Race,,,6.0,33.16201785714286,44.381701754385965,25.37457894736842,294.625,4.0,6.0
0,1,M VERSTAPPEN,Red Bull Racing,2,Saudi Arabia,Jeddah,2022,Race,,,4.0,36.841795918367346,31.69522,32.62674,285.38,2.0,1.0
1,10,P GASLY,AlphaTauri,2,Saudi Arabia,Jeddah,2022,Race,,,9.0,37.565551020408165,32.48344,32.318760000000005,290.8,2.0,8.0
2,11,S PEREZ,Red Bull Racing,2,Saudi Arabia,Jeddah,2022,Race,,,1.0,36.95173469387755,31.775,32.68612,290.48,2.0,4.0
3,14,F ALONSO,Alpine,2,Saudi Arabia,Jeddah,2022,Race,,,7.0,37.84426470588235,32.32145714285714,33.098971428571424,282.6,2.0,16.0
4,16,C LECLERC,Ferrari,2,Saudi Arabia,Jeddah,2022,Race,,,2.0,36.824285714285715,31.700239999999997,32.6675,280.06,2.0,2.0
5,18,L STROLL,Aston Martin,2,Saudi Arabia,Jeddah,2022,Race,,,15.0,38.16139583333334,32.72922448979592,32.578326530612244,292.734693877551,2.0,13.0
6,20,K MAGNUSSEN,Haas F1 Team,2,Saudi Arabia,Jeddah,2022,Race,,,10.0,37.29612244897959,32.309740000000005,32.79402,282.36,2.0,9.0
7,22,Y TSUNODA,AlphaTauri,2,Saudi Arabia,Jeddah,2022,Race,,,20.0,,,,,,19.0
8,23,A ALBON,Williams,2,Saudi Arabia,Jeddah,2022,Race,,,17.0,37.844195652173916,32.70295744680851,32.60627659574468,291.8936170212766,2.0,14.0
9,24,G ZHOU,Alfa Romeo,2,Saudi Arabia,Jeddah,2022,Race,,,13.0,37.88016326530612,32.427620000000005,32.3873,288.04,3.0,11.0
10,27,N HULKENBERG,Aston Martin,2,Saudi Arabia,Jeddah,2022,Race,,,18.0,37.849979591836735,32.32814,32.727979999999995,290.66,2.0,12.0
11,3,D RICCIARDO,McLaren,2,Saudi Arabia,Jeddah,2022,Race,,,12.0,37.909285714285716,32.42380555555556,32.99534285714286,286.6666666666667,2.0,17.0
12,31,E OCON,Alpine,2,Saudi Arabia,Jeddah,2022,Race,,,5.0,37.143918367346934,32.42034,32.705059999999996,281.68,2.0,6.0
13,4,L NORRIS,McLaren,2,Saudi Arabia,Jeddah,2022,Race,,,11.0,37.27224489795918,32.3434,32.60362,281.72,2.0,7.0
14,44,L HAMILTON,Mercedes,2,Saudi Arabia,Jeddah,2022,Race,,,16.0,37.22461224489796,32.38706,32.94574,286.82,2.0,10.0
15,47,nan,Haas F1 Team,2,Saudi Arabia,Jeddah,2022,Race,,,14.0,,,,,,
16,55,C SAINZ,Ferrari,2,Saudi Arabia,Jeddah,2022,Race,,,3.0,36.670204081632654,31.914299999999997,32.72666,278.56,2.0,3.0
17,6,N LATIFI,Williams,2,Saudi Arabia,Jeddah,2022,Race,,,19.0,36.85030769230769,31.131071428571428,30.382642857142855,311.14285714285717,1.0,18.0
18,63,G RUSSELL,Mercedes,2,Saudi Arabia,Jeddah,2022,Race,,,6.0,36.72212244897959,32.04614,33.01462,281.36,2.0,5.0
19,77,V BOTTAS,Alfa Romeo,2,Saudi Arabia,Jeddah,2022,Race,,,8.0,38.298342857142856,32.45697222222222,33.5725,285.27777777777777,3.0,15.0
0,1,M VERSTAPPEN,Red Bull Racing,3,Australia,Melbourne,2022,Race,,,2.0,32.50408108108108,20.953105263157894,41.36844736842105,264.52777777777777,2.0,18.0
1,10,P GASLY,AlphaTauri,3,Australia,Melbourne,2022,Race,,,11.0,31.49357894736842,20.211672413793103,40.28958620689655,283.75471698113205,2.0,9.0
2,11,S PEREZ,Red Bull Racing,3,Australia,Melbourne,2022,Race,,,3.0,31.12735087719298,20.199603448275862,39.741258620689656,274.1132075471698,2.0,2.0
3,14,F ALONSO,Alpine,3,Australia,Melbourne,2022,Race,,,10.0,31.712732142857142,20.368754385964913,40.72159649122807,276.6666666666667,3.0,17.0
4,16,C LECLERC,Ferrari,3,Australia,Melbourne,2022,Race,,,1.0,31.363508771929826,20.032293103448275,39.356655172413795,269.4130434782609,2.0,1.0
5,18,L STROLL,Aston Martin,3,Australia,Melbourne,2022,Race,,,20.0,31.527701754385966,19.81853448275862,40.72124137931034,280.8421052631579,4.0,12.0
6,20,K MAGNUSSEN,Haas F1 Team,3,Australia,Melbourne,2022,Race,,,17.0,31.55673214285714,20.374491228070177,40.372052631578946,270.72549019607845,2.0,14.0
7,22,Y TSUNODA,AlphaTauri,3,Australia,Melbourne,2022,Race,,,13.0,31.62248214285714,20.268719298245614,40.4789649122807,275.8490566037736,2.0,15.0
8,23,A ALBON,Williams,3,Australia,Melbourne,2022,Race,,,16.0,31.55857894736842,19.977706896551727,40.454241379310346,276.625,2.0,10.0
9,24,G ZHOU,Alfa Romeo,3,Australia,Melbourne,2022,Race,,,14.0,31.617333333333335,20.305155172413794,40.13412068965517,276.30357142857144,2.0,11.0
10,3,D RICCIARDO,McLaren,3,Australia,Melbourne,2022,Race,,,7.0,31.3529649122807,20.042706896551724,40.22377586206896,278.05882352941177,2.0,6.0
11,31,E OCON,Alpine,3,Australia,Melbourne,2022,Race,,,8.0,31.343087719298246,20.17046551724138,40.23468965517242,278.3529411764706,2.0,7.0
12,4,L NORRIS,McLaren,3,Australia,Melbourne,2022,Race,,,4.0,31.321421052631578,20.260810344827586,40.03556896551724,267.8888888888889,2.0,5.0
13,44,L HAMILTON,Mercedes,3,Australia,Melbourne,2022,Race,,,5.0,31.16085964912281,20.250793103448277,39.801896551724134,270.05357142857144,2.0,4.0
14,47,M SCHUMACHER,Haas F1 Team,3,Australia,Melbourne,2022,Race,,,15.0,31.50017857142857,20.36594736842105,40.415368421052634,281.27777777777777,2.0,13.0
15,5,S VETTEL,Aston Martin,3,Australia,Melbourne,2022,Race,,,18.0,31.563285714285712,20.722590909090908,41.97954545454545,265.09090909090907,1.0,19.0
16,55,C SAINZ,Ferrari,3,Australia,Melbourne,2022,Race,,,9.0,,18.971,40.172,238.0,1.0,20.0
17,6,N LATIFI,Williams,3,Australia,Melbourne,2022,Race,,,19.0,31.562428571428573,20.143701754385965,40.69887719298245,271.16326530612247,3.0,16.0
18,63,G RUSSELL,Mercedes,3,Australia,Melbourne,2022,Race,,,6.0,31.042754385964912,20.377396551724136,39.72389655172414,272.33962264150944,2.0,3.0
19,77,V BOTTAS,Alfa Romeo,3,Australia,Melbourne,2022,Race,,,12.0,31.59701754385965,20.140758620689656,40.106344827586206,278.63157894736844,2.0,8.0
0,1,M VERSTAPPEN,Red Bull Racing,4,Italy,Imola,2022,Sprint,1.0,1.0,1.0,28.42443548387097,29.695825396825395,29.556746031746034,276.1587301587302,3.0,1.0
1,10,P GASLY,AlphaTauri,4,Italy,Imola,2022,Sprint,17.0,17.0,17.0,28.32877049180328,30.612193548387094,30.255451612903226,267.46774193548384,2.0,12.0
2,11,S PEREZ,Red Bull Racing,4,Italy,Imola,2022,Sprint,7.0,3.0,7.0,28.459225806451613,29.756587301587302,29.709825396825398,274.6190476190476,3.0,2.0
3,14,F ALONSO,Alpine,4,Italy,Imola,2022,Sprint,5.0,9.0,5.0,39.6002,39.988499999999995,44.80016666666666,168.33333333333334,1.0,19.0
4,16,C LECLERC,Ferrari,4,Italy,Imola,2022,Sprint,2.0,2.0,2.0,28.965209677419356,29.79104761904762,29.781761904761904,269.5079365079365,4.0,6.0
5,18,L STROLL,Aston Martin,4,Italy,Imola,2022,Sprint,15.0,15.0,15.0,28.518426229508197,30.257225806451615,30.36409677419355,259.01612903225805,2.0,10.0
6,20,K MAGNUSSEN,Haas F1 Team,4,Italy,Imola,2022,Sprint,4.0,8.0,4.0,28.599564516129032,30.249,29.967444444444446,263.74603174603175,2.0,9.0
7,22,Y TSUNODA,AlphaTauri,4,Italy,Imola,2022,Sprint,16.0,12.0,16.0,28.388532258064515,30.08642857142857,30.06652380952381,270.12698412698415,2.0,7.0
8,23,A ALBON,Williams,4,Italy,Imola,2022,Sprint,20.0,18.0,20.0,28.405426229508198,30.617564516129033,30.16117741935484,264.30645161290323,2.0,11.0
9,24,G ZHOU,Alfa Romeo,4,Italy,Imola,2022,Sprint,14.0,20.0,14.0,28.602655737704918,30.38301612903226,30.258693548387097,257.2258064516129,2.0,15.0
10,3,D RICCIARDO,McLaren,4,Italy,Imola,2022,Sprint,6.0,6.0,6.0,29.266803278688528,30.221145161290323,30.326354838709676,258.7096774193548,4.0,18.0
11,31,E OCON,Alpine,4,Italy,Imola,2022,Sprint,19.0,16.0,19.0,28.505245901639345,30.380129032258065,30.285564516129032,257.7741935483871,2.0,14.0
12,4,L NORRIS,McLaren,4,Italy,Imola,2022,Sprint,3.0,5.0,3.0,28.264661290322582,30.118349206349205,29.81706349206349,265.2063492063492,2.0,3.0
13,44,L HAMILTON,Mercedes,4,Italy,Imola,2022,Sprint,13.0,14.0,13.0,28.45962295081967,30.45116129032258,30.310693548387096,261.2096774193548,2.0,13.0
14,47,M SCHUMACHER,Haas F1 Team,4,Italy,Imola,2022,Sprint,12.0,10.0,12.0,29.067737704918034,30.21816129032258,30.34666129032258,259.11290322580646,3.0,17.0
15,5,S VETTEL,Aston Martin,4,Italy,Imola,2022,Sprint,9.0,13.0,9.0,28.41306451612903,30.116460317460316,30.179761904761907,260.1746031746032,2.0,8.0
16,55,C SAINZ,Ferrari,4,Italy,Imola,2022,Sprint,10.0,4.0,10.0,,,,,1.0,20.0
17,6,N LATIFI,Williams,4,Italy,Imola,2022,Sprint,18.0,19.0,18.0,28.661770491803278,30.423387096774192,30.28712903225806,263.9516129032258,2.0,16.0
18,63,G RUSSELL,Mercedes,4,Italy,Imola,2022,Sprint,11.0,11.0,11.0,28.408870967741933,29.981920634920638,29.885984126984127,262.95238095238096,2.0,4.0
19,77,V BOTTAS,Alfa Romeo,4,Italy,Imola,2022,Sprint,8.0,7.0,8.0,28.511225806451613,29.935936507936507,29.833190476190477,263.76190476190476,2.0,5.0
0,1,M VERSTAPPEN,Red Bull Racing,5,United States,Miami,2022,Race,,,3.0,33.603125,37.92436842105263,27.816578947368424,296.9824561403509,2.0,1.0
1,10,P GASLY,AlphaTauri,5,United States,Miami,2022,Race,,,7.0,35.289795454545455,38.57071111111111,28.018511111111113,300.2,3.0,18.0
2,11,S PEREZ,Red Bull Racing,5,United States,Miami,2022,Race,,,4.0,33.822232142857146,37.72198245614035,27.971280701754388,297.719298245614,3.0,4.0
3,14,F ALONSO,Alpine,5,United States,Miami,2022,Race,,,11.0,33.670857142857145,38.0429649122807,28.0600350877193,292.17543859649123,2.0,11.0
4,16,C LECLERC,Ferrari,5,United States,Miami,2022,Race,,,1.0,33.53301785714286,38.104368421052634,27.792912280701753,294.4035087719298,2.0,2.0
5,18,L STROLL,Aston Martin,5,United States,Miami,2022,Race,,,10.0,33.95285714285714,37.949666666666666,27.84701754385965,300.7894736842105,2.0,10.0
6,20,K MAGNUSSEN,Haas F1 Team,5,United States,Miami,2022,Race,,,16.0,33.929375,37.986877192982455,28.158250000000002,298.64912280701753,3.0,16.0
7,22,Y TSUNODA,AlphaTauri,5,United States,Miami,2022,Race,,,9.0,34.275357142857146,38.116473684210526,27.594403508771933,300.96491228070175,3.0,12.0
8,23,A ALBON,Williams,5,United States,Miami,2022,Race,,,18.0,33.916446428571426,37.98552631578948,27.908842105263158,295.7543859649123,2.0,9.0
9,24,G ZHOU,Alfa Romeo,5,United States,Miami,2022,Race,,,17.0,33.2222,37.223166666666664,30.44666666666667,259.0,1.0,20.0
10,3,D RICCIARDO,McLaren,5,United States,Miami,2022,Race,,,14.0,33.82380357142857,38.207,27.867140350877193,287.64912280701753,3.0,13.0
11,31,E OCON,Alpine,5,United States,Miami,2022,Race,,,20.0,33.7765,37.96075438596491,27.986526315789472,294.9824561403509,2.0,8.0
12,4,L NORRIS,McLaren,5,United States,Miami,2022,Race,,,8.0,32.84071052631579,36.442794871794874,26.69776923076923,309.28205128205127,2.0,19.0
13,44,L HAMILTON,Mercedes,5,United States,Miami,2022,Race,,,6.0,33.61341071428571,38.114017543859646,27.934350877192983,288.0175438596491,2.0,6.0
14,47,M SCHUMACHER,Haas F1 Team,5,United States,Miami,2022,Race,,,15.0,34.19242857142857,38.13605263157895,28.225263157894734,296.3157894736842,3.0,15.0
15,5,S VETTEL,Aston Martin,5,United States,Miami,2022,Race,,,13.0,34.28196226415094,38.16168518518518,27.983833333333333,293.8333333333333,2.0,17.0
16,55,C SAINZ,Ferrari,5,United States,Miami,2022,Race,,,2.0,33.489982142857144,38.06484210526315,27.922421052631577,292.42105263157896,2.0,3.0
17,6,N LATIFI,Williams,5,United States,Miami,2022,Race,,,19.0,34.37280357142857,38.01628070175438,27.728578947368423,289.140350877193,2.0,14.0
18,63,G RUSSELL,Mercedes,5,United States,Miami,2022,Race,,,12.0,33.466678571428574,38.125807017543856,27.98122807017544,283.3157894736842,2.0,5.0
19,77,V BOTTAS,Alfa Romeo,5,United States,Miami,2022,Race,,,5.0,33.70964285714286,38.095140350877195,27.952087719298245,288.8421052631579,2.0,7.0
0,1,M VERSTAPPEN,Red Bull Racing,6,Spain,Barcelona,2022,Race,,,2.0,25.065246153846154,33.18777272727273,30.20209090909091,300.8360655737705,4.0,1.0
1,10,P GASLY,AlphaTauri,6,Spain,Barcelona,2022,Race,,,14.0,25.627640625,33.86856923076923,30.90356923076923,300.9,4.0,13.0
2,11,S PEREZ,Red Bull Racing,6,Spain,Barcelona,2022,Race,,,5.0,25.05689230769231,33.20490909090909,30.372666666666667,300.5,4.0,2.0
3,14,F ALONSO,Alpine,6,Spain,Barcelona,2022,Race,,,17.0,25.502,33.637692307692305,30.723169230769233,296.4754098360656,4.0,9.0
4,16,C LECLERC,Ferrari,6,Spain,Barcelona,2022,Race,,,1.0,25.15269230769231,33.32866666666667,31.13651851851852,294.6190476190476,2.0,20.0
5,18,L STROLL,Aston Martin,6,Spain,Barcelona,2022,Race,,,18.0,25.937875000000002,33.8774,30.909815384615385,296.2586206896552,4.0,15.0
6,20,K MAGNUSSEN,Haas F1 Team,6,Spain,Barcelona,2022,Race,,,8.0,25.48230158730159,34.490515625,31.4213125,298.7586206896552,3.0,17.0
7,22,Y TSUNODA,AlphaTauri,6,Spain,Barcelona,2022,Race,,,13.0,25.57253125,33.622892307692304,30.741984615384617,299.2758620689655,4.0,10.0
8,23,A ALBON,Williams,6,Spain,Barcelona,2022,Race,,,19.0,26.243873015873017,34.395078125,31.324484375,299.76271186440675,5.0,18.0
9,24,G ZHOU,Alfa Romeo,6,Spain,Barcelona,2022,Race,,,15.0,25.548333333333332,34.63335714285714,31.574178571428572,303.16,2.0,19.0
10,3,D RICCIARDO,McLaren,6,Spain,Barcelona,2022,Race,,,9.0,25.529218750000002,33.76376923076923,31.100538461538463,298.7457627118644,4.0,12.0
11,31,E OCON,Alpine,6,Spain,Barcelona,2022,Race,,,12.0,25.366753846153845,33.495954545454545,30.694621212121213,295.271186440678,4.0,7.0
12,4,L NORRIS,McLaren,6,Spain,Barcelona,2022,Race,,,11.0,25.41756923076923,33.48869696969697,30.77077272727273,297.5593220338983,4.0,8.0
13,44,L HAMILTON,Mercedes,6,Spain,Barcelona,2022,Race,,,6.0,25.325492307692308,33.4344393939394,30.498924242424245,293.2857142857143,4.0,5.0
14,47,M SCHUMACHER,Haas F1 Team,6,Spain,Barcelona,2022,Race,,,10.0,25.38840625,33.92467692307692,31.1436,301.6666666666667,3.0,14.0
15,5,S VETTEL,Aston Martin,6,Spain,Barcelona,2022,Race,,,16.0,25.39603125,33.986799999999995,30.789276923076926,298.03333333333336,3.0,11.0
16,55,C SAINZ,Ferrari,6,Spain,Barcelona,2022,Race,,,3.0,25.04006153846154,33.49648484848485,30.579333333333334,303.0508474576271,4.0,4.0
17,6,N LATIFI,Williams,6,Spain,Barcelona,2022,Race,,,20.0,25.760873015873013,34.136296875,31.325640625,301.1454545454545,4.0,16.0
18,63,G RUSSELL,Mercedes,6,Spain,Barcelona,2022,Race,,,4.0,25.266323076923076,33.30372727272727,30.377333333333333,292.1333333333333,4.0,3.0
19,77,V BOTTAS,Alfa Romeo,6,Spain,Barcelona,2022,Race,,,7.0,25.092246153846155,33.529287878787876,30.70478787878788,294.8524590163934,3.0,6.0
0,1,M VERSTAPPEN,Red Bull Racing,7,Monaco,Monaco,2022,Race,,,4.0,24.029190476190475,41.539125,24.72152380952381,252.453125,4.0,3.0
1,10,P GASLY,AlphaTauri,7,Monaco,Monaco,2022,Race,,,17.0,23.887015873015873,41.643390625,25.138873015873017,264.265625,4.0,11.0
2,11,S PEREZ,Red Bull Racing,7,Monaco,Monaco,2022,Race,,,3.0,24.08673015873016,41.57865625,24.69525396825397,257.0625,4.0,1.0
3,14,F ALONSO,Alpine,7,Monaco,Monaco,2022,Race,,,7.0,24.0334126984127,42.118765625,24.54569841269841,253.9375,3.0,7.0
4,16,C LECLERC,Ferrari,7,Monaco,Monaco,2022,Race,,,1.0,23.949079365079363,41.5464375,24.861809523809526,255.78125,4.0,4.0
5,18,L STROLL,Aston Martin,7,Monaco,Monaco,2022,Race,,,18.0,24.20719047619048,41.378890625,24.956126984126985,261.015625,5.0,14.0
6,20,K MAGNUSSEN,Haas F1 Team,7,Monaco,Monaco,2022,Race,,,13.0,26.802947368421055,47.1396,27.739105263157896,240.0,2.0,20.0
7,22,Y TSUNODA,AlphaTauri,7,Monaco,Monaco,2022,Race,,,11.0,24.5075,42.07901587301588,25.343064516129033,252.55555555555554,5.0,17.0
8,23,A ALBON,Williams,7,Monaco,Monaco,2022,Race,,,16.0,25.224083333333336,43.46087755102041,26.152085106382977,248.69387755102042,4.0,18.0
9,24,G ZHOU,Alfa Romeo,7,Monaco,Monaco,2022,Race,,,20.0,24.30133870967742,41.94468253968254,24.84632258064516,261.92063492063494,3.0,16.0
10,3,D RICCIARDO,McLaren,7,Monaco,Monaco,2022,Race,,,14.0,24.114301587301586,42.09575,24.71663492063492,263.671875,3.0,13.0
11,31,E OCON,Alpine,7,Monaco,Monaco,2022,Race,,,10.0,24.050412698412696,41.845296875,24.702301587301587,255.171875,3.0,12.0
12,4,L NORRIS,McLaren,7,Monaco,Monaco,2022,Race,,,5.0,23.662253968253967,41.72265625,24.87626984126984,264.578125,5.0,6.0
13,44,L HAMILTON,Mercedes,7,Monaco,Monaco,2022,Race,,,8.0,23.930222222222223,41.899984375,24.84815873015873,256.28125,4.0,8.0
14,47,M SCHUMACHER,Haas F1 Team,7,Monaco,Monaco,2022,Race,,,15.0,26.74326086956522,45.39325,28.983083333333337,242.0,3.0,19.0
15,5,S VETTEL,Aston Martin,7,Monaco,Monaco,2022,Race,,,9.0,24.20563492063492,42.003421875,24.858238095238093,259.359375,4.0,10.0
16,55,C SAINZ,Ferrari,7,Monaco,Monaco,2022,Race,,,2.0,24.119825396825398,41.635953125,24.592714285714283,258.5,3.0,2.0
17,6,N LATIFI,Williams,7,Monaco,Monaco,2022,Race,,,19.0,24.051709677419353,41.56258730158731,25.369693548387097,269.12698412698415,4.0,15.0
18,63,G RUSSELL,Mercedes,7,Monaco,Monaco,2022,Race,,,6.0,23.899126984126983,41.80003125,24.582730158730158,255.0625,3.0,5.0
19,77,V BOTTAS,Alfa Romeo,7,Monaco,Monaco,2022,Race,,,12.0,23.85731746031746,42.073484375,24.701682539682537,253.65625,3.0,9.0
0,1,M VERSTAPPEN,Red Bull Racing,8,Azerbaijan,Baku,2022,Race,,,3.0,39.911640000000006,44.558392156862745,26.167509803921565,317.4313725490196,3.0,1.0
1,10,P GASLY,AlphaTauri,8,Azerbaijan,Baku,2022,Race,,,6.0,40.29062,45.13182352941176,26.705764705882352,306.47058823529414,2.0,5.0
2,11,S PEREZ,Red Bull Racing,8,Azerbaijan,Baku,2022,Race,,,2.0,40.03098,44.49703921568628,26.551568627450983,311.88235294117646,3.0,2.0
3,14,F ALONSO,Alpine,8,Azerbaijan,Baku,2022,Race,,,10.0,40.418820000000004,45.58480392156862,26.320568627450978,315.01960784313724,2.0,7.0
4,16,C LECLERC,Ferrari,8,Azerbaijan,Baku,2022,Race,,,1.0,40.22463157894737,44.47185,28.488999999999997,304.75,2.0,19.0
5,18,L STROLL,Aston Martin,8,Azerbaijan,Baku,2022,Race,,,19.0,41.05762222222222,46.17286956521739,26.886195652173914,312.7391304347826,2.0,16.0
6,20,K MAGNUSSEN,Haas F1 Team,8,Azerbaijan,Baku,2022,Race,,,16.0,40.66843333333333,45.43141935483871,26.23122580645161,315.61290322580646,2.0,17.0
7,22,Y TSUNODA,AlphaTauri,8,Azerbaijan,Baku,2022,Race,,,8.0,40.98157142857143,45.2826,26.72402,309.92,3.0,13.0
8,23,A ALBON,Williams,8,Azerbaijan,Baku,2022,Race,,,17.0,40.864612244897955,45.580659999999995,26.45304,313.16,3.0,12.0
9,24,G ZHOU,Alfa Romeo,8,Azerbaijan,Baku,2022,Race,,,14.0,41.030454545454546,45.94813043478261,27.08021739130435,312.60869565217394,2.0,18.0
10,3,D RICCIARDO,McLaren,8,Azerbaijan,Baku,2022,Race,,,12.0,40.25778,45.505352941176476,26.613,307.19607843137254,2.0,8.0
11,31,E OCON,Alpine,8,Azerbaijan,Baku,2022,Race,,,13.0,40.64386,45.8831568627451,26.154254901960783,317.0980392156863,2.0,10.0
12,4,L NORRIS,McLaren,8,Azerbaijan,Baku,2022,Race,,,11.0,40.3371,45.434705882352944,26.61723529411765,307.3333333333333,2.0,9.0
13,44,L HAMILTON,Mercedes,8,Azerbaijan,Baku,2022,Race,,,7.0,40.206179999999996,45.01841176470588,26.78362745098039,303.98039215686276,3.0,4.0
14,47,M SCHUMACHER,Haas F1 Team,8,Azerbaijan,Baku,2022,Race,,,20.0,41.065612244897956,45.66244,26.94718,306.26,3.0,14.0
15,5,S VETTEL,Aston Martin,8,Azerbaijan,Baku,2022,Race,,,9.0,40.290259999999996,45.55360784313725,26.399490196078432,312.7647058823529,2.0,6.0
16,55,C SAINZ,Ferrari,8,Azerbaijan,Baku,2022,Race,,,4.0,39.044,44.373375,25.75875,316.75,1.0,20.0
17,6,N LATIFI,Williams,8,Azerbaijan,Baku,2022,Race,,,18.0,41.38181632653061,46.47888,26.888840000000002,311.26,3.0,15.0
18,63,G RUSSELL,Mercedes,8,Azerbaijan,Baku,2022,Race,,,5.0,40.01944,44.61539215686275,26.884313725490195,301.05882352941177,3.0,3.0
19,77,V BOTTAS,Alfa Romeo,8,Azerbaijan,Baku,2022,Race,,,15.0,40.66822448979592,45.63504,26.563139999999997,308.76,2.0,11.0
0,1,M VERSTAPPEN,Red Bull Racing,9,Canada,Montréal,2022,Race,,,1.0,22.80113043478261,26.201328571428572,33.53794285714286,290.3857142857143,3.0,1.0
1,10,P GASLY,AlphaTauri,9,Canada,Montréal,2022,Race,,,16.0,23.45840579710145,26.187528571428572,33.45655714285714,303.1,3.0,14.0
2,11,S PEREZ,Red Bull Racing,9,Canada,Montréal,2022,Race,,,13.0,22.607833333333332,25.905714285714286,31.597285714285714,328.42857142857144,1.0,20.0
3,14,F ALONSO,Alpine,9,Canada,Montréal,2022,Race,,,2.0,22.90904347826087,26.434700000000003,33.54507142857143,295.92857142857144,3.0,9.0
4,16,C LECLERC,Ferrari,9,Canada,Montréal,2022,Race,,,15.0,23.180855072463768,26.354414285714284,33.13254285714285,306.57142857142856,2.0,5.0
5,18,L STROLL,Aston Martin,9,Canada,Montréal,2022,Race,,,18.0,23.420985507246378,26.2826,33.30814285714286,299.12857142857143,2.0,10.0
6,20,K MAGNUSSEN,Haas F1 Team,9,Canada,Montréal,2022,Race,,,5.0,23.355014492753625,26.28282857142857,33.848885714285714,292.3142857142857,2.0,17.0
7,22,Y TSUNODA,AlphaTauri,9,Canada,Montréal,2022,Race,,,20.0,23.121239130434784,25.93676595744681,32.604404255319146,320.5744680851064,2.0,18.0
8,23,A ALBON,Williams,9,Canada,Montréal,2022,Race,,,12.0,23.45675362318841,26.38725714285714,33.274385714285714,304.3285714285714,3.0,13.0
9,24,G ZHOU,Alfa Romeo,9,Canada,Montréal,2022,Race,,,10.0,23.31908695652174,26.37485714285714,33.181485714285714,302.2142857142857,3.0,8.0
